STN,YYYYMMDD,RD,SX,# STN,DDVEC,FHVEC,FG,FHX,FHXH,FHN,FHNH,FXX,FXXH,TG,TN,TNH,TX,TXH,T10N,T10NH,SQ,SP,Q,DR,RH,RHX,RHXH,PG,PX,PXH,PN,PNH,VVN,VVNH,VVX,VVXH,NG,UG,UX,UXH,UN,UNH,EV24,ALFANUMERIEKEWAARDE,Bebouwd gebied,Dikke eerdgronden,Ingewikkelde samenstelling,Kalkloze zandgronden,Moerige gronden,Podzolgronden,Rivierkleigronden,Veengronden,Water
550,2022-03-03,    0,    0,260,94,35,36,60,12,20,2,  100,   12,50,-25,6,117,14,-74,    6,100,91,1275,0,0,0,    1,10191,10205,    1,10178,   16,64,    5,   83,   16,    0,56,86,5,32,13,16,24.77,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-04,    0,    0,260,104,29,32,40,9,20,22,   80,   10,42,-9,7,110,14,-49,   24,101,91,1320,0,0,0,    1,10208,10216,    9,10200,    3,63,    7,   82,   15,    0,62,81,24,32,14,16,24.82,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-05,    0,    0,260,51,24,27,40,17,20,3,   70,   17,26,-33,5,87,15,-80,    6,100,90,1274,0,0,0,    1,10217,10245,   24,10207,    3,57,    5,   64,   14,    0,72,89,3,50,14,15,27.63,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-06,    0,    0,260,34,40,41,70,10,20,20,  120,   10,24,-19,24,64,15,-57,   24,100,89,1307,0,0,0,    1,10272,10285,   22,10248,    1,62,    1,   83,   17,    2,70,90,24,45,14,15,28.73,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-07,    0,    0,260,81,31,33,60,15,0,2,  100,   15,23,-44,6,77,14,-84,    6,101,90,1346,0,0,0,    1,10267,10289,    8,10242,   24,61,    3,   83,   15,    1,71,97,3,48,15,16,22.97,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-08,    0,    0,260,130,48,50,80,9,30,1,  140,   10,49,-8,2,101,15,-54,    6,103,91,1395,0,0,0,    1,10213,10240,    1,10196,   16,75,    1,   83,    3,    0,51,76,2,34,16,18,23.32,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-09,    0,    0,260,138,32,33,50,14,20,18,   80,   13,61,-4,4,132,14,-48,    6,105,92,1393,0,0,0,    1,10220,10232,   24,10212,    5,66,   20,   83,    1,    0,53,68,24,35,15,18,19.01,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-10,    0,    0,260,132,38,38,50,13,20,1,  100,   14,85,3,1,153,15,-42,    6,103,90,1395,0,0,0,    1,10217,10240,    7,10182,   24,67,    5,   83,   20,    1,51,74,5,37,21,20,20.57,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-11,    0,    0,260,129,62,62,80,12,40,24,  140,   13,101,56,7,144,15,43,   12,97,84,1349,0,0,0,    1,10137,10179,    1,10109,   16,70,   14,   83,    1,    3,45,54,7,41,19,20,22.34,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-12,    0,    0,260,157,40,44,60,11,30,6,  110,   11,112,72,7,151,15,56,    6,58,50,1106,0,-1,-1,    1,10151,10167,   11,10128,    1,75,    6,   83,   16,    7,61,76,7,46,1,17,21.17,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-13,    0,    0,260,149,40,43,60,11,20,21,  110,   15,121,85,7,165,16,78,    6,72,62,1131,0,-1,-1,    1,10135,10164,   24,10118,   14,73,   11,   83,    2,    8,58,70,4,43,15,17,26.62,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-14,    0,    0,260,223,27,32,50,5,10,20,  100,   14,90,30,23,135,15,-2,   24,50,43,917,0,-1,-1,    1,10243,10284,   22,10169,    1,49,    5,   80,   17,    7,80,97,24,58,17,13,23.17,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-15,    0,    0,260,152,19,20,30,13,10,1,   50,   13,74,24,2,141,15,-12,   24,51,43,1031,0,0,0,    1,10247,10279,    1,10222,   16,3,   24,   79,   17,    6,82,99,24,51,15,14,24.17,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-16,    0,    0,260,130,46,48,70,9,20,1,  130,    9,91,11,2,132,12,-23,    6,56,47,1069,0,-1,-1,    1,10217,10247,    1,10184,   24,7,    1,   81,   18,    7,74,99,1,60,12,15,23.11,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-17,    0,    0,260,289,25,34,50,3,10,20,  120,    3,76,0,24,118,16,-33,   24,72,60,1214,8,4,4,    3,10301,10393,   24,10184,    1,34,    3,   82,   17,    4,74,97,24,48,17,17,20.95,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-18,    0,    0,260,53,24,27,50,14,0,1,   90,   13,78,-17,6,153,15,-48,    6,110,92,1532,0,0,0,    1,10431,10450,   21,10395,    1,50,    1,   82,   19,    0,72,98,2,46,13,21,26.74,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-19,    0,    0,260,70,54,55,80,11,30,1,  150,   17,88,37,6,141,13,18,    6,110,91,1644,0,0,0,    1,10405,10449,    1,10348,   24,65,    6,   83,   18,    0,56,87,6,27,13,23,27.09,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-20,    0,    0,260,100,31,43,70,9,20,20,  110,    9,45,-11,24,87,16,-51,   24,24,20,699,0,-1,-1,    1,10291,10341,    1,10264,   16,40,   24,   80,    1,    4,70,97,24,51,11,9,21.84,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-21,    0,    0,260,121,13,20,30,10,10,17,   50,   11,77,-19,3,163,14,-61,    6,111,91,1581,0,0,0,    1,10305,10315,    9,10297,   16,38,    1,   76,   12,    0,69,98,2,37,11,22,25.26,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-22,    0,    0,260,131,15,19,30,14,10,1,   70,   14,103,24,3,196,14,-9,    6,98,80,1530,0,0,0,    1,10308,10320,    9,10298,   16,50,    1,   80,   16,    1,69,98,3,35,16,23,24.37,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-23,    0,    0,260,56,6,18,30,11,0,2,   60,   11,98,0,6,193,14,-40,    6,113,92,1622,0,0,0,    1,10304,10315,    9,10294,   16,43,    6,   80,   19,    0,62,98,3,24,14,24,25.66,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-24,    0,    0,260,5,16,17,40,16,0,6,   80,   12,94,5,6,183,14,-34,    6,105,85,1540,0,0,0,    1,10297,10304,   23,10286,   16,15,    4,   77,   12,    1,67,98,4,28,10,22,18.86,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-25,    0,    0,260,18,25,26,40,10,10,5,   80,   17,86,-8,6,167,15,-50,    6,113,91,1694,0,0,0,    1,10311,10322,   23,10302,   16,6,    5,   69,   18,    1,68,98,4,40,12,24,20.55,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-26,    0,    0,260,24,29,30,50,15,10,6,   80,   14,104,14,6,174,14,-18,    6,115,92,1743,0,0,0,    1,10325,10335,   10,10315,   16,37,    6,   82,   18,    2,70,94,6,38,14,26,28.42,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-27,    0,    0,260,34,29,30,40,1,20,7,   80,   14,103,58,7,164,15,25,   24,108,86,1797,0,0,0,    1,10309,10328,    1,10280,   24,57,    3,   82,   11,    2,67,95,2,25,13,27,31.91,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-28,    0,    0,260,360,18,23,30,13,20,1,   50,   13,83,26,5,143,14,9,    6,90,71,1652,0,0,0,    1,10222,10274,    1,10177,   24,3,    6,   75,   19,    5,82,99,7,51,16,23,21.08,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-29,    0,    0,260,50,28,30,40,8,20,1,   70,   16,82,44,24,140,15,27,   24,57,45,1284,0,0,0,    1,10123,10170,    1,10089,   24,2,    3,   70,   17,    6,80,99,2,49,16,18,22.18,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-30,    0,    0,260,34,30,31,50,21,10,5,  100,   23,60,4,6,106,14,-31,    6,65,51,1401,10,7,7,   24,10051,10087,    1,10030,   18,40,    6,   83,   16,    7,74,98,5,54,15,18,21.31,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-03-31,   65,  998,260,20,41,42,70,22,30,6,  120,   22,19,0,24,45,11,0,   24,0,0,544,144,128,22,   20,10018,10047,   24,10003,   16,6,    4,   70,    9,    8,92,97,4,84,16,6,21.53,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-01,  152,    2,260,30,60,60,80,15,40,20,  140,   10,21,-3,3,47,15,-1,    6,39,30,1012,64,49,17,    2,10114,10163,   24,10052,    1,9,    1,   83,   15,    8,76,98,1,56,17,12,18.73,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-02,    2,    0,260,21,34,35,60,10,10,23,  130,   16,24,-32,24,63,14,-68,   24,53,41,1013,0,-1,-1,    1,10201,10239,   24,10164,    1,65,   23,   83,    1,    7,63,95,24,47,18,12,17.41,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-03,    1,    0,260,275,20,27,50,17,10,1,  110,   14,30,-40,3,85,16,-78,    6,70,54,1290,0,-1,-1,    1,10223,10240,    9,10182,   24,65,    1,   83,    8,    6,77,97,2,53,16,15,14.76,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-04,    2,    0,260,238,59,63,90,8,40,24,  170,    8,71,33,1,107,22,24,    6,0,0,257,163,207,32,   20,10077,10173,    1,10038,   21,21,   13,   75,    3,    8,89,97,17,72,6,3,15.35,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-05,  229,    0,260,255,39,42,60,13,20,2,  140,   13,100,75,2,119,13,74,    6,1,1,474,62,32,7,    5,10049,10058,   11,10034,   24,28,    4,   70,   10,    8,89,98,4,83,12,7,24.43,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-06,   15,    0,260,219,69,69,80,17,50,1,  170,   20,97,88,5,107,12,81,    6,0,0,379,51,34,8,   15,9976,10029,    1,9901,   24,36,   13,   75,    4,    8,84,92,13,75,7,6,20.22,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-07,  154,    0,260,251,73,80,110,13,50,7,  240,   13,80,42,7,113,13,38,   12,27,20,810,90,192,68,    7,9866,9966,   24,9815,    8,48,   16,   80,   10,    8,79,91,7,56,13,11,25.8,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-08,   84,    0,260,277,29,35,50,1,20,20,  130,    1,63,33,5,88,14,19,    6,40,30,1060,3,4,4,    3,9988,10036,   24,9970,   14,69,   20,   83,   18,    7,73,90,3,58,16,14,30.79,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-09,   26,    0,260,286,39,41,70,13,20,6,  160,   10,58,22,20,96,13,-4,   24,70,52,1434,22,54,20,   10,10122,10180,   24,10045,    1,50,    2,   81,   16,    5,73,88,19,54,17,19,24.13,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-10,   26,    0,260,278,15,22,30,3,10,20,   70,   10,62,13,23,119,16,-19,    6,90,67,1665,0,-1,-1,    1,10200,10214,   10,10178,    1,65,   22,   83,   14,    6,68,93,22,37,15,22,25.42,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-11,    0,    0,260,106,35,38,60,12,10,1,  110,   17,91,2,4,150,14,-26,    6,120,88,1947,0,0,0,    1,10155,10190,    1,10113,   24,65,    1,   83,   18,    8,61,97,4,40,16,28,19.42,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-12,    0,    0,260,138,29,34,60,14,0,24,   90,   12,138,65,6,206,16,24,    6,88,64,1710,0,0,0,    1,10097,10114,   24,10077,   15,65,   24,   83,    1,    8,61,91,24,44,16,27,24.37,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-13,    0,    0,260,229,21,22,30,7,10,1,   60,   16,131,90,24,166,15,57,   24,26,19,971,4,1,1,   13,10168,10202,   21,10117,    1,50,   23,   80,   14,    8,81,98,23,65,14,15,20.8,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-14,    1,    0,260,302,17,23,50,14,10,2,   90,   14,121,55,5,187,13,13,   24,113,82,1847,0,0,0,    1,10219,10252,   24,10196,    1,1,    3,   83,   18,    4,77,99,3,49,16,29,21.75,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-15,    0,    0,260,47,26,29,40,16,20,3,   60,    8,98,76,1,126,12,65,    6,25,18,1336,0,0,0,    1,10287,10312,   24,10255,    1,38,    1,   75,    8,    8,79,98,1,71,12,19,23.9,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-16,    0,    0,260,87,36,38,60,8,20,2,  100,    9,105,46,3,165,14,-13,   24,128,92,2284,0,0,0,    1,10319,10333,    9,10306,   24,58,    6,   83,   18,    4,62,92,3,32,15,34,23.17,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-17,    0,    0,260,129,32,34,50,14,20,1,   90,   12,108,29,5,176,15,-39,    6,132,94,2383,0,0,0,    1,10255,10305,    1,10202,   24,75,    1,   83,   18,    2,51,74,1,32,18,36,23.5,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-18,    0,    0,260,147,18,23,30,1,0,24,   60,   10,120,51,24,193,16,-9,    6,119,85,2148,0,0,0,    1,10178,10201,    1,10154,   24,65,   23,   83,    4,    5,54,97,24,28,16,33,31.3,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-19,    0,    0,260,51,30,32,50,10,10,1,  100,   16,123,26,5,191,14,-17,    6,130,92,2175,0,0,0,    1,10152,10168,   22,10140,   15,57,    2,   83,   18,    8,59,98,4,33,16,34,28.08,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-20,    0,    0,260,61,40,42,60,15,20,20,  100,   15,122,52,5,177,14,17,    6,129,91,2306,0,0,0,    1,10162,10179,    8,10146,   17,75,    1,   83,   13,    0,56,80,2,38,13,36,25.89,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-21,    0,    0,260,58,42,43,60,11,20,2,  110,   12,126,49,5,181,14,6,    6,121,85,2246,0,0,0,    1,10127,10148,    1,10105,   24,70,    3,   83,   17,    7,58,89,4,33,13,35,23.06,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-22,    0,    0,260,67,54,55,80,12,30,3,  130,   10,131,87,5,178,14,67,    6,97,68,1942,0,0,0,    1,10075,10101,    1,10056,   16,69,    7,   83,   15,    4,63,85,4,43,13,31,21.82,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-23,    0,    0,260,71,61,62,80,9,40,20,  140,   13,136,93,5,187,13,80,    6,110,76,1968,0,0,0,    1,10047,10061,    2,10033,   15,64,    5,   83,   19,    2,60,83,5,46,15,31,31.08,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-24,    0,    0,260,29,48,49,70,12,30,1,  120,   12,120,77,24,175,14,61,   24,129,89,2275,0,0,0,    1,10063,10098,   24,10039,    2,70,   23,   83,    1,    1,61,82,24,37,15,35,31.38,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-25,   33,    0,260,28,30,31,50,23,20,1,   90,   23,86,69,2,105,18,49,    6,2,1,482,41,38,13,    7,10130,10167,   24,10095,    3,56,    8,   80,   21,    8,82,94,7,63,22,7,28.59,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-26,    8,    0,260,360,38,39,60,10,10,24,  110,   10,92,24,24,138,14,-15,   24,97,67,2157,0,-1,-1,    1,10201,10241,   24,10166,    1,13,   24,   83,   14,    3,69,98,24,42,14,31,25.58,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-27,    0,    0,260,353,17,20,40,14,10,1,   70,   13,75,2,5,136,14,-32,    6,93,64,2029,0,0,0,    1,10269,10295,   24,10241,    1,3,    2,   82,   19,    3,74,100,5,51,15,28,28.61,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-28,    0,    0,260,29,31,32,40,8,10,1,   80,   12,88,2,4,152,14,-36,    6,126,86,2470,0,0,0,    1,10307,10320,    9,10296,    1,50,    4,   80,    8,    5,71,97,1,48,15,35,27.74,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-29,    0,    0,260,29,38,40,50,11,20,24,  100,   18,88,54,24,131,14,22,   24,56,38,1484,0,0,0,    1,10298,10308,    1,10286,   17,69,    5,   82,   17,    8,72,86,5,56,14,21,24.93,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-04-30,    0,    0,260,328,20,20,40,10,10,1,   90,   10,79,13,4,125,10,-21,    6,19,13,1022,0,0,0,    1,10272,10295,    1,10254,   24,18,    3,   83,   15,    7,78,98,3,55,9,14,25.14,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-01,    0,    0,260,359,15,16,30,16,10,2,   60,   18,91,3,5,156,16,-29,    6,93,63,1981,0,0,0,    1,10236,10251,    1,10219,   17,1,    3,   83,   18,    6,69,99,3,39,18,28,35.65,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-02,    0,    0,260,3,21,24,50,16,0,24,   90,   14,108,17,4,177,14,-15,    6,137,92,2535,0,0,0,    1,10203,10216,    1,10190,   16,57,    3,   83,   17,    1,63,98,3,35,15,38,27.46,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-03,    0,    0,260,8,22,25,40,12,0,1,   80,   17,97,25,4,159,12,-8,    6,39,26,1380,0,0,0,    1,10199,10204,   23,10194,   16,8,    5,   80,   18,    8,78,99,5,65,11,20,28.16,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-04,    0,    0,260,341,14,16,30,13,0,6,   60,   14,103,39,5,161,16,9,    6,123,82,2352,0,0,0,    1,10194,10203,    1,10181,   17,50,   24,   81,   17,    8,70,98,24,43,14,35,30.85,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-05,    0,    0,260,291,5,17,30,16,10,1,   60,   15,121,38,4,194,15,10,    6,36,24,1517,0,0,0,    1,10226,10256,   24,10200,    1,6,   24,   75,   15,    6,77,98,1,47,15,23,24.94,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-06,    0,    0,260,282,12,16,30,12,0,21,   60,   11,137,84,5,210,16,63,   24,69,45,1869,0,0,0,    1,10248,10265,    8,10231,   24,1,    1,   81,   17,    7,79,100,1,50,17,30,21.9,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-07,    0,    0,260,347,22,30,50,16,10,1,   90,   17,147,94,1,206,13,63,    6,75,49,2054,0,0,0,    1,10242,10275,   24,10224,    3,58,    1,   81,   15,    6,75,98,1,54,12,34,23.53,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-08,    0,    0,260,31,34,35,40,1,20,4,   80,    1,119,71,24,170,15,40,   24,142,93,2666,0,0,0,    1,10282,10295,    8,10272,   16,64,    4,   82,   19,    3,65,86,4,44,13,41,35.41,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-09,    0,    0,260,130,5,15,30,15,10,4,   60,   14,143,31,5,227,16,-5,    6,126,82,2589,0,0,0,    1,10243,10279,    1,10202,   24,61,   24,   81,   12,    4,64,97,24,34,15,42,26.66,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-10,    0,    0,260,228,31,38,60,10,20,1,  120,   11,171,95,1,238,12,61,    6,24,16,1406,0,-1,-1,    1,10158,10196,    1,10131,   24,62,    4,   83,   15,    8,63,96,1,40,15,24,26.76,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-11,    0,    0,260,240,48,50,60,8,30,1,  160,   20,164,109,24,211,16,99,   24,91,59,2361,10,20,11,   22,10108,10134,   24,10089,   19,65,   21,   83,    4,    6,61,92,21,44,13,40,22.83,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
