STN,YYYYMMDD,RD,SX,# STN,DDVEC,FHVEC,FG,FHX,FHXH,FHN,FHNH,FXX,FXXH,TG,TN,TNH,TX,TXH,T10N,T10NH,SQ,SP,Q,DR,RH,RHX,RHXH,PG,PX,PXH,PN,PNH,VVN,VVNH,VVX,VVXH,NG,UG,UX,UXH,UN,UNH,EV24,ALFANUMERIEKEWAARDE,Bebouwd gebied,Dikke eerdgronden,Ingewikkelde samenstelling,Kalkloze zandgronden,Moerige gronden,Podzolgronden,Rivierkleigronden,Veengronden,Water
550,2022-05-12,   22,    0,260,240,35,36,50,11,20,4,  100,   13,142,95,4,194,16,50,   24,124,80,2341,0,0,0,    1,10176,10190,    9,10141,    1,61,    4,   83,   18,    2,63,96,4,41,14,38,21.66,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-13,    0,    0,260,243,42,44,70,15,30,1,  120,   15,145,109,5,183,15,97,    6,75,48,1948,0,0,0,    1,10192,10203,   21,10170,    3,66,    4,   83,   19,    6,64,88,4,50,14,32,28.88,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-14,    0,    0,260,325,10,22,30,1,10,8,   70,    1,156,95,24,217,13,51,   24,121,78,2452,0,0,0,    1,10212,10218,   11,10199,    1,59,    5,   77,   17,    3,66,93,4,43,13,41,47.9,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-15,    0,    0,260,88,30,32,40,11,10,5,   80,   11,183,73,4,250,15,31,    6,144,92,2730,0,0,0,    1,10180,10210,    1,10143,   24,61,    4,   82,   19,    4,53,93,4,28,16,48,41.65,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-16,    0,    0,260,213,20,35,60,13,20,5,  130,   14,178,135,24,245,11,96,   24,55,35,1499,5,11,11,   12,10158,10196,   24,10124,    4,70,   12,   82,    2,    5,70,90,24,58,10,26,30.89,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-17,   11,    0,260,123,18,23,40,12,10,2,   80,   13,185,110,3,252,16,73,    6,58,37,1889,0,-1,-1,    1,10193,10212,    9,10176,   19,58,    3,   81,   11,    7,73,98,3,50,15,33,26.01,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-18,    0,    0,260,287,7,22,30,8,10,2,   60,    8,192,123,3,247,13,84,    6,96,61,2257,0,0,0,    1,10199,10212,   10,10178,   24,2,    2,   83,   18,    8,75,100,2,55,13,41,26.98,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-19,   71,    0,260,264,10,22,50,4,0,24,  160,   12,169,94,24,230,11,62,   24,49,31,1206,35,226,109,   12,10187,10222,   24,10164,    2,2,   23,   75,    9,    6,87,99,23,71,11,21,38.1,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-20,  168,    0,260,233,6,28,50,12,0,1,  140,   16,133,75,4,201,12,51,    6,43,27,1131,34,190,67,   14,10180,10220,    1,10131,   14,1,    1,   81,   10,    7,87,99,1,58,10,18,33.86,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-21,  196,    0,260,264,28,30,50,1,0,21,   90,    2,140,75,24,176,14,44,   24,75,47,1767,0,0,0,    1,10202,10214,   12,10185,    2,3,   24,   81,   18,    6,76,99,24,60,14,29,28.94,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-22,    0,    0,260,133,18,22,30,10,0,1,   70,   13,156,58,3,214,16,25,    6,135,84,2649,0,0,0,    1,10145,10192,    1,10083,   24,2,    1,   83,   19,    6,67,99,1,44,12,44,32.97,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-23,    1,    0,260,210,2,25,50,18,10,5,  100,   17,158,124,4,219,13,98,    6,9,6,962,43,200,125,   17,10012,10073,    1,9963,   16,47,   17,   80,    1,    8,83,97,17,61,12,16,32.34,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-24,  206,    0,260,231,37,40,60,7,20,18,  120,    8,133,79,24,175,16,42,   24,62,39,1598,10,14,8,   10,10058,10117,   24,10001,    1,40,   24,   83,   16,    6,78,98,24,53,15,25,31.12,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-25,   18,    0,260,224,46,48,70,11,20,1,  140,   16,137,69,3,178,12,33,    6,64,40,1666,8,3,2,   22,10142,10163,   24,10120,    1,5,    2,   83,   16,    6,78,99,2,50,12,27,23.93,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-26,    4,    0,260,240,50,52,70,14,30,3,  140,   14,161,137,3,190,13,131,    6,64,40,2013,6,3,3,   24,10194,10209,   10,10165,    1,56,   24,   82,   15,    7,73,90,2,57,14,34,34.28,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-27,    7,    0,260,285,40,42,60,10,20,4,  130,    1,138,108,24,159,12,92,   24,100,62,2319,3,3,3,    1,10215,10229,   15,10192,    1,65,    1,   81,   17,    5,67,93,4,51,10,37,27.14,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-28,    0,    0,260,315,34,35,50,10,10,23,  120,   18,119,55,24,162,13,19,   24,106,65,2257,6,2,1,   19,10212,10225,    8,10184,   24,8,   24,   82,   15,    3,70,99,23,48,12,35,29.88,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-29,    8,    0,260,341,24,28,50,10,0,24,  100,   16,104,52,24,142,14,17,    6,36,22,1416,9,5,3,    4,10156,10179,    1,10140,   24,47,   24,   83,   17,    7,79,98,24,58,14,21,26.74,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-30,    4,    0,260,10,5,14,30,10,0,2,   60,   13,104,43,4,147,14,16,    6,47,29,1529,0,0,0,    1,10140,10146,   21,10134,    5,1,    4,   83,    8,    6,75,99,3,55,16,23,24.88,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-05-31,    0,    0,260,123,9,20,40,15,10,1,   70,   15,119,61,3,182,12,35,    6,50,31,1568,27,36,11,   15,10132,10140,    1,10122,   13,44,   21,   82,   12,    8,78,98,2,47,12,24,26.67,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-01,   47,    0,260,275,30,34,60,13,20,2,  110,   13,126,66,24,165,15,36,   24,110,67,2286,11,10,7,    4,10157,10198,   24,10129,    4,8,   24,   82,    9,    4,75,99,24,54,15,36,25.69,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-02,    1,    0,260,22,16,21,40,17,0,4,   70,   17,137,46,4,196,15,17,    6,135,82,2699,0,0,0,    1,10211,10225,    9,10201,    1,3,    1,   83,   13,    3,68,100,4,43,15,43,22.52,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-03,    0,    0,260,52,39,41,60,17,20,4,  110,   19,173,103,2,237,15,84,    6,125,76,2862,0,0,0,    1,10187,10204,    1,10173,   15,70,    1,   83,   18,    6,59,84,1,36,14,50,22.67,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-04,    0,    0,260,38,47,48,60,8,40,3,  100,    7,168,113,4,227,16,108,    6,86,52,2144,0,0,0,    1,10202,10213,   10,10184,   24,70,    3,   83,   19,    6,68,83,3,50,16,37,27.62,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-05,    1,    0,260,7,12,32,50,9,10,14,  100,   24,164,130,5,214,12,126,    6,3,2,766,97,259,94,   17,10135,10179,    1,10111,   18,25,   23,   80,    9,    8,85,98,17,64,11,13,35.78,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-06,  282,    0,260,228,44,45,70,9,30,4,  150,   11,139,124,20,181,11,119,   24,35,21,1099,57,114,26,   12,10130,10141,   18,10123,    4,45,   12,   82,   10,    8,88,94,1,64,10,18,27.6,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-07,  105,    0,260,252,28,32,50,8,10,20,   90,    8,155,129,1,196,15,118,   24,60,36,1768,0,-1,-1,    1,10119,10126,   11,10103,   24,63,    1,   83,   19,    7,76,92,2,60,18,30,20.19,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-08,    0,    0,260,203,28,31,60,11,20,1,  100,   10,156,133,4,188,10,121,    6,20,12,951,56,96,29,   13,10067,10097,    1,10051,   16,50,    3,   75,    8,    8,87,93,3,73,11,16,20.41,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-09,  105,    0,260,265,28,32,50,12,20,4,  100,   11,164,103,24,202,13,71,   24,127,76,2497,2,11,11,    7,10151,10201,   24,10079,    1,64,    7,   83,   19,    3,68,91,24,45,16,42,16.55,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-10,    0,    0,260,213,32,34,50,9,20,1,  100,   12,177,102,1,221,13,69,    6,38,23,1565,0,-1,-1,    1,10203,10209,   11,10198,    2,65,   23,   82,   14,    6,75,94,24,61,13,27,17.35,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-11,    0,    0,260,236,32,33,50,13,20,20,  100,   13,179,120,24,219,15,71,   24,143,86,2887,0,0,0,    1,10221,10228,   23,10202,    2,69,    6,   83,   18,    2,61,84,1,40,17,51,19.24,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-12,    0,    0,260,261,23,28,50,11,10,1,  100,   12,160,102,1,210,12,65,    6,134,80,2751,0,0,0,    1,10220,10229,    7,10207,   24,60,   23,   83,   11,    4,69,97,23,39,14,46,30.07,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-13,    0,    0,260,300,27,28,50,11,10,1,  130,   11,144,79,24,182,13,41,   24,107,64,2371,0,-1,-1,    1,10230,10247,   21,10201,    1,61,    2,   83,    6,    5,68,96,3,50,11,39,28.98,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-14,    0,    0,260,35,16,19,40,19,0,1,   70,   19,152,60,4,211,15,26,    6,123,74,2605,0,0,0,    1,10223,10245,    1,10201,   24,3,    3,   83,   14,    3,65,98,3,44,17,43,30.83,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-15,    0,    0,260,35,25,27,40,9,10,1,   80,   10,178,80,4,239,14,39,    6,150,90,3006,0,0,0,    1,10193,10200,    1,10184,   17,65,    1,   83,   16,    4,61,96,4,39,14,53,29.26,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-16,    0,    0,260,41,14,18,30,15,10,2,   70,   15,178,85,4,244,15,45,    6,143,85,2881,0,0,0,    1,10228,10240,   21,10200,    1,65,    3,   83,    6,    4,62,94,4,40,16,50,27.61,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-17,    0,    0,260,193,27,30,50,12,10,1,  100,   15,221,120,3,289,15,87,    6,120,72,2710,0,0,0,    1,10211,10238,    1,10174,   24,62,    2,   83,   18,    5,58,96,2,33,14,51,32.43,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-18,    0,    0,260,5,24,35,60,18,10,6,  110,   18,212,147,24,270,13,139,   24,125,75,2629,0,0,0,    1,10155,10177,    8,10109,   24,67,    7,   83,    1,    3,65,76,5,54,12,49,22.0,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-19,    3,    0,260,2,32,37,70,4,20,8,  130,    4,148,124,24,176,14,113,   24,23,14,976,24,18,8,   15,10131,10150,   22,10100,    4,59,   15,   83,    1,    8,73,89,24,58,1,16,12.5,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-20,   15,    0,260,336,25,28,40,7,10,1,   80,    6,150,82,24,191,15,43,   24,107,64,2321,0,0,0,    1,10167,10181,   21,10144,    4,64,   24,   83,   14,    5,69,96,24,48,15,38,15.71,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-21,    0,    0,260,49,13,17,30,18,10,1,   60,   18,157,66,4,222,17,29,    6,107,64,2468,0,0,0,    1,10152,10173,    1,10134,   17,4,    3,   83,   19,    6,68,98,1,42,16,41,24.86,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-22,    0,    0,260,36,27,28,50,17,10,1,   80,   17,186,87,3,252,15,39,    6,155,93,3094,0,0,0,    1,10133,10144,    6,10121,   17,56,    4,   83,   18,    0,63,96,3,34,12,55,25.56,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-23,    0,    0,260,124,14,29,50,13,20,2,   90,   13,228,129,4,298,16,101,    6,142,85,2760,0,-1,-1,    1,10100,10126,    1,10070,   24,62,    4,   83,   19,    4,65,92,4,41,16,53,24.56,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-24,  175,    0,260,220,9,21,50,2,10,5,  140,    2,190,165,24,234,15,144,   24,35,21,1444,40,201,162,    2,10067,10079,   22,10061,   14,5,   21,   80,   15,    7,87,98,21,65,15,26,22.45,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-25,   19,    0,260,203,15,23,40,9,10,16,  130,   17,184,154,3,230,14,130,    6,47,28,1548,36,52,16,   23,10109,10123,   22,10081,    1,39,   24,   83,   15,    7,82,97,24,62,14,27,14.58,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-26,   59,    0,260,174,19,25,40,13,0,22,   70,   13,175,149,5,208,13,137,    6,47,28,1736,0,-1,-1,    1,10150,10162,   11,10121,    1,50,    1,   83,   15,    7,78,96,1,59,14,30,19.04,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-27,    0,    0,260,220,11,16,30,13,0,4,   80,   14,162,123,24,199,11,84,   24,38,23,946,28,63,29,   14,10172,10203,   24,10142,    5,39,   14,   80,   10,    6,84,96,4,67,10,16,23.42,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-28,   57,    0,260,179,15,24,40,10,10,21,   80,   11,176,103,4,230,16,63,    6,144,86,2815,0,0,0,    1,10196,10217,    7,10165,   24,65,    2,   83,   12,    1,67,96,4,45,11,49,27.1,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-29,    0,    0,260,109,10,25,40,11,10,4,   80,   11,206,115,4,269,13,85,    6,111,66,2330,0,0,0,    1,10134,10161,    1,10112,   24,63,   23,   83,    8,    4,65,94,4,38,12,43,26.43,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-06-30,    0,    0,260,280,20,29,50,16,10,1,  120,   18,178,138,24,236,12,117,    6,76,46,2071,28,95,62,   18,10122,10149,   23,10106,    3,59,    1,   83,   12,    6,79,95,1,56,11,36,24.97,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-07-01,   93,    0,260,219,38,39,70,13,10,24,  120,   13,162,113,24,205,13,77,   24,107,64,2569,0,0,0,    1,10179,10212,   23,10148,    1,56,    2,   83,   11,    4,73,96,24,48,12,44,23.14,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-07-02,    0,    0,260,199,21,28,40,9,10,21,   80,   10,181,102,4,239,17,62,    6,106,64,2399,0,-1,-1,    1,10200,10221,    7,10178,   23,62,    1,   83,   12,    4,64,97,1,42,17,42,36.49,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-07-03,    0,    0,260,267,22,25,40,14,0,2,  100,   13,167,107,24,211,10,78,   24,101,61,2021,2,6,6,   13,10187,10205,   23,10173,    3,19,   24,   83,   15,    5,76,98,24,55,16,35,47.46,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-07-04,    2,    0,260,266,19,24,40,9,0,24,   90,   14,165,94,3,221,14,64,    6,121,73,2376,0,0,0,    1,10203,10215,   22,10195,    3,3,    3,   83,   10,    3,72,99,2,47,14,40,25.84,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2022-07-05,    0,    0,260,289,22,25,50,12,0,2,  110,   13,157,98,1,207,11,67,   24,78,47,2100,0,0,0,    1,10234,10258,   22,10213,    1,3,    1,   83,    9,    5,68,98,1,45,13,35,27.97,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
